intent,utterance
smalltalk_user_likes_agent,"just like you"
smalltalk_user_likes_agent,"I like you very much"
smalltalk_user_likes_agent,"I like you so much"
smalltalk_user_likes_agent,"yeah I like you"
smalltalk_user_likes_agent,"you're special"
smalltalk_user_likes_agent,"yes I like you"
smalltalk_user_likes_agent,"okay I like you"
smalltalk_user_likes_agent,"you are special to me"
smalltalk_user_likes_agent,"you are very special"
smalltalk_user_likes_agent,"you are so sweet"
smalltalk_user_likes_agent,"you know I like you"
smalltalk_user_likes_agent,"that's why I like you"
smalltalk_user_likes_agent,"I like you baby"
smalltalk_user_likes_agent,"you are very special to me"
smalltalk_user_likes_agent,"I just like you"
smalltalk_user_likes_agent,"hey I like you"
smalltalk_user_likes_agent,"thank you I like you too"
smalltalk_user_likes_agent,"I do like you"
smalltalk_user_likes_agent,"you are special for me"
smalltalk_user_likes_agent,"no I like you the way you are"
smalltalk_user_likes_agent,"I like you already"
smalltalk_user_likes_agent,"well you are special"
smalltalk_user_likes_agent,"but I really like you"
smalltalk_user_likes_agent,"I like you more"
smalltalk_user_likes_agent,"that's what I like about you"
smalltalk_user_likes_agent,"you are so special"
smalltalk_user_likes_agent,"hi I like you"
smalltalk_user_likes_agent,"I really really like you"
smalltalk_user_likes_agent,"you're very special"
smalltalk_user_likes_agent,"I like you as a friend"
smalltalk_user_likes_agent,"that's because you are special"
smalltalk_user_likes_agent,"I said I like you"
smalltalk_user_likes_agent,"you're so special"
smalltalk_user_likes_agent,"good I like you"
smalltalk_user_likes_agent,"yes you are special"
smalltalk_user_likes_agent,"I like your smile"
smalltalk_user_likes_agent,"I like you as you are"
smalltalk_user_likes_agent,"I'm starting to like you"
smalltalk_user_likes_agent,"you're awesome I like you"
smalltalk_user_likes_agent,"I also like you"
smalltalk_user_likes_agent,"but I like u"
smalltalk_user_likes_agent,"of course I like you"
smalltalk_user_likes_agent,"I like you too you're one of my favorite people to chat with"
smalltalk_user_likes_agent,"but I like you so much"
smalltalk_user_likes_agent,"really like you"
smalltalk_user_likes_agent,"you're funny I like you"
smalltalk_user_likes_agent,"I kinda like you"
smalltalk_user_likes_agent,"you're so special to me"
smalltalk_user_likes_agent,"you're very special to me"
smalltalk_user_likes_agent,"I like that about you"
smalltalk_user_likes_agent,"but I like you just the way you are"
smalltalk_user_likes_agent,"okay I like you too"
smalltalk_user_likes_agent,"I like you you're cool"
smalltalk_user_likes_agent,"I like you very"
smalltalk_user_likes_agent,"I like you you're nice"
smalltalk_user_likes_agent,"sorry I like you"
smalltalk_user_likes_agent,"thanks I like you too"
smalltalk_user_likes_agent,"you are really special"
smalltalk_user_likes_agent,"you are so special to me"
smalltalk_user_likes_agent,"cuz I like you"
smalltalk_user_likes_agent,"I like you now"
smalltalk_user_likes_agent,"I like you so"
smalltalk_user_likes_agent,"I like you too much"
smalltalk_user_likes_agent,"I really do like you"
smalltalk_user_likes_agent,"I really really really really like you"
smalltalk_user_likes_agent,"I like you just the way you are"
smalltalk_user_lonely,"I am lonely"
smalltalk_user_lonely,"I'm very lonely"
smalltalk_user_lonely,"I'm so lonely"
smalltalk_user_lonely,"I'm really lonely"
smalltalk_user_lonely,"I am feeling lonely"
smalltalk_user_lonely,"I feel lonely"
smalltalk_user_looks_like,"what do I look like"
smalltalk_user_looks_like,"how do I look"
smalltalk_user_looks_like,"do I look good"
smalltalk_user_looks_like,"do you know what I look like"
smalltalk_user_looks_like,"can you see what I look like"
smalltalk_user_looks_like,"what do you think I look like"
smalltalk_user_loves_agent,"I love you"
smalltalk_user_loves_agent,"love you"
smalltalk_user_loves_agent,"I adore you"
smalltalk_user_loves_agent,"I am in love with you"
smalltalk_user_loves_agent,"I love you so much"
smalltalk_user_loves_agent,"I love you too"
smalltalk_user_loves_agent,"I think I love you"
smalltalk_user_loves_agent,"loving you"
smalltalk_user_loves_agent,"you know I love you"
smalltalk_user_misses_agent,"I miss you"
smalltalk_user_misses_agent,"missing you"
smalltalk_user_misses_agent,"miss you"
smalltalk_user_misses_agent,"already miss you"
smalltalk_user_misses_agent,"I miss you much"
smalltalk_user_misses_agent,"I missed you"
smalltalk_user_misses_agent,"I've missed you"
smalltalk_user_needs_advice,"what should I do about it"
smalltalk_user_needs_advice,"any suggestions"
smalltalk_user_needs_advice,"what do you recommend"
smalltalk_user_needs_advice,"give me a wise advice"
smalltalk_user_needs_advice,"I need advice"
smalltalk_user_needs_advice,"any advice"
smalltalk_user_needs_advice,"do you have any advice for me"
smalltalk_user_needs_advice,"advise me"
smalltalk_user_needs_advice,"what should I do"
smalltalk_user_needs_advice,"can I ask for your advice"
smalltalk_user_needs_advice,"can you advise me"
smalltalk_user_needs_advice,"guide me"
smalltalk_user_needs_advice,"can you give me advice"
smalltalk_user_needs_advice,"can you offer any advice"
smalltalk_user_needs_advice,"give me some advice about"
smalltalk_user_needs_advice,"give me some good advice"
smalltalk_user_needs_advice,"help me with advice"
smalltalk_user_needs_advice,"I could use some advice"
smalltalk_user_needs_advice,"I need an advice from you"
smalltalk_user_needs_advice,"I seek your advice"
smalltalk_user_needs_advice,"what can you recommend"
smalltalk_user_needs_advice,"what do you suggest"
smalltalk_user_needs_advice,"what is your advice"
smalltalk_user_sad,"I am sad"
smalltalk_user_sad,"I'm grieving"
smalltalk_user_sad,"I am depressed"
smalltalk_user_sad,"I am feeling sad"
smalltalk_user_sad,"I am upset"
smalltalk_user_sad,"I'm unhappy"
smalltalk_user_sad,"I'm having a bad day"
smalltalk_user_sad,"I want to cry"
smalltalk_user_sad,"I'm not happy"
smalltalk_user_sleepy,"I am sleepy"
smalltalk_user_sleepy,"I want to sleep"
smalltalk_user_sleepy,"I'm falling asleep"
smalltalk_user_sleepy,"I'm falling asleep on my feet"
smalltalk_user_sleepy,"I'm sleeping"
smalltalk_user_testing_agent,"test"
smalltalk_user_testing_agent,"I am testing you"
smalltalk_user_testing_agent,"can I test you"
smalltalk_user_testing_agent,"I want to test you"
smalltalk_user_testing_agent,"just testing you"
smalltalk_user_testing_agent,"let me test you"
smalltalk_user_testing_agent,"testing chatbot"
smalltalk_user_testing_agent,"testing"
smalltalk_user_tired,"I'm drained"
smalltalk_user_tired,"I've overworked"
smalltalk_user_tired,"I am tired"
smalltalk_user_tired,"I'm exhausted"
smalltalk_user_tired,"I grow weary"
smalltalk_user_tired,"I'm worn out"
smalltalk_user_tired,"I'm getting tired"
smalltalk_user_tired,"I feel tired"
smalltalk_user_waits,"I'm waiting"
smalltalk_user_waits,"still waiting"
smalltalk_user_waits,"I'll wait"
smalltalk_user_waits,"I can't wait anymore"
smalltalk_user_waits,"how long do I have to wait"
smalltalk_user_wants_to_see_agent_again,"I'd like to see you again"
smalltalk_user_wants_to_see_agent_again,"I hope to see you again"
smalltalk_user_wants_to_see_agent_again,"would be nice to see you again"
smalltalk_user_wants_to_see_agent_again,"that'd be great to see you again"
smalltalk_user_wants_to_see_agent_again,"I'd be happy to see you again"
smalltalk_user_wants_to_see_agent_again,"I'll miss you"
smalltalk_user_wants_to_see_agent_again,"can I see you again"
smalltalk_user_wants_to_talk,"I just want to talk"
smalltalk_user_wants_to_talk,"let's discuss something"
smalltalk_user_wants_to_talk,"let's have a discussion"
smalltalk_user_wants_to_talk,"can I speak"
smalltalk_user_wants_to_talk,"can I start speaking"
smalltalk_user_wants_to_talk,"can we talk"
smalltalk_user_wants_to_talk,"let's talk"
smalltalk_user_wants_to_talk,"I want to talk to you"
smalltalk_user_wants_to_talk,"I need to talk to you"
smalltalk_user_wants_to_talk,"I want to speak with you"
smalltalk_user_wants_to_talk,"can we chat"
smalltalk_user_will_be_back,"I'll get back to you in a moment"
smalltalk_user_will_be_back,"be back in 5 minutes"
smalltalk_user_will_be_back,"I'll be back"
smalltalk_user_will_be_back,"I promise to come back"
smalltalk_user_will_be_back,"I'll be back in a few minutes"
smalltalk_agent_acquaintance,"who is you?"
smalltalk_agent_acquaintance,"tell me your personality?"
smalltalk_agent_acquaintance,"what's your personality?"
smalltalk_agent_acquaintance,"what is your personality?"
smalltalk_agent_acquaintance,"what are you and what are you doing?"
smalltalk_agent_acquaintance,"what are you?"
smalltalk_agent_acquaintance,"tell me something about yourself"
smalltalk_agent_acquaintance,"i'd like to know more about you"
smalltalk_agent_acquaintance,"i want to know more about you"
smalltalk_agent_acquaintance,"i want to get to know you better"
smalltalk_agent_acquaintance,"i want to know you better"
smalltalk_agent_acquaintance,"tell me a little bit about yourself"
smalltalk_agent_acquaintance,"tell me the information about you"
smalltalk_agent_acquaintance,"tell me some information about you"
smalltalk_agent_acquaintance,"i want to know something about you"
smalltalk_agent_acquaintance,"tell me a little about you"
smalltalk_agent_acquaintance,"tell me some things about you"
smalltalk_agent_acquaintance,"tell me something about you"
smalltalk_agent_acquaintance,"talk about your personality"
smalltalk_agent_acquaintance,"why are you here?"
smalltalk_agent_acquaintance,"give me more about your personality"
smalltalk_agent_age,"how old is your age?"
smalltalk_agent_age,"what age are you?"
smalltalk_agent_age,"are you 21 years old?"
smalltalk_agent_age,"i would like to know your age"
smalltalk_agent_age,"what's your age?"
smalltalk_agent_annoying,"you're a nuisance"
smalltalk_agent_annoying,"you're irritable"
smalltalk_agent_annoying,"you irritate me"
smalltalk_agent_annoying,"what an annoying person you are"
smalltalk_agent_annoying,"i find you irritating"
smalltalk_agent_annoying,"you're so annoying"
smalltalk_agent_annoying,"you're really annoying"
smalltalk_agent_annoying,"you're just bothering me"
smalltalk_agent_annoying,"you're annoying me"
smalltalk_agent_annoying,"you're annoying me so much"
smalltalk_agent_answer_my_question,"i want you to answer"
smalltalk_agent_answer_my_question,"i want you to answer me"
smalltalk_agent_answer_my_question,"please answer my question"
smalltalk_agent_answer_my_question,"please answer"
smalltalk_agent_answer_my_question,"please answer me"
smalltalk_agent_answer_my_question,"give me a response"
smalltalk_agent_answer_my_question,"please give me a response"
smalltalk_agent_answer_my_question,"give me a answer"
smalltalk_agent_answer_my_question,"i'm looking for answers to my question"
smalltalk_agent_answer_my_question,"could you answer my question?"
smalltalk_agent_answer_my_question,"can you answer my question?"
smalltalk_agent_answer_my_question,"i'll take a call"
smalltalk_agent_answer_my_question,"i have a question"
smalltalk_agent_answer_my_question,"i want you to answer my question"
smalltalk_agent_answer_my_question,"answer the question just"
smalltalk_agent_answer_my_question,"can you answer my questions?"
smalltalk_agent_answer_my_question,"can you give me an answer?"
smalltalk_agent_answer_my_question,"can you answer me?"
smalltalk_agent_answer_my_question,"can you answer me a question?"
smalltalk_agent_answer_my_question,"can you answer a question for me?"
smalltalk_agent_answer_my_question,"can you answer?"
smalltalk_agent_answer_my_question,"answer questions"
smalltalk_agent_answer_my_question,"i'd like the answer now"
smalltalk_agent_answer_my_question,"i want the answer now"
smalltalk_agent_bad,"don't help me"
smalltalk_agent_bad,"you don't help me"
smalltalk_agent_bad,"you're not good"
smalltalk_agent_bad,"you're deplorable"
smalltalk_agent_bad,"you're absolutely useless"
smalltalk_agent_bad,"you're a waste"
smalltalk_agent_bad,"you're not good at it"
smalltalk_agent_bad,"you're not great"
smalltalk_agent_bad,"you're not that great"
smalltalk_agent_bad,"you're the worst thing ever"
smalltalk_agent_bad,"you're not worth it"
smalltalk_agent_bad,"you're useless"
smalltalk_agent_be_clever,"can you become smarter?"
smalltalk_agent_be_clever,"can you be smarter?"
smalltalk_agent_be_clever,"you should study harder"
smalltalk_agent_be_clever,"you have to learn something"
smalltalk_agent_be_clever,"you have to learn"
smalltalk_agent_be_clever,"get yourself ready"
smalltalk_agent_beautiful,"you look good"
smalltalk_agent_beautiful,"you're too gorgeous"
smalltalk_agent_beautiful,"you're beautiful"
smalltalk_agent_beautiful,"you're so beautiful"
smalltalk_agent_beautiful,"i like your look"
smalltalk_agent_beautiful,"i like your look now"
smalltalk_agent_beautiful,"i like the way you now look"
smalltalk_agent_beautiful,"i think you're pretty"
smalltalk_agent_beautiful,"i think you're great"
smalltalk_agent_beautiful,"why do you're beautiful?"
smalltalk_agent_beautiful,"why are you beautiful?"
smalltalk_agent_beautiful,"why are you so beautiful?"
smalltalk_agent_beautiful,"you're beautiful to me"
smalltalk_agent_beautiful,"you're magnificent"
smalltalk_agent_beautiful,"you look so good today"
smalltalk_agent_beautiful,"you look good today"
smalltalk_agent_beautiful,"you're so pretty"
smalltalk_agent_beautiful,"you look like a beautiful woman"
smalltalk_agent_beautiful,"you look spectacular"
smalltalk_agent_beautiful,"you look brilliant"
smalltalk_agent_beautiful,"you look magnificent"
smalltalk_agent_beautiful,"you look beautiful"
smalltalk_agent_beautiful,"you look so pretty"
smalltalk_agent_beautiful,"you look lovely"
smalltalk_agent_beautiful,"you look excellent today"
smalltalk_agent_beautiful,"you look quite attractive"
smalltalk_agent_beautiful,"you look excellent"
smalltalk_agent_beautiful,"i like the way you look"
smalltalk_agent_beautiful,"you're a cutie"
smalltalk_agent_beautiful,"you look fine"
smalltalk_agent_birth_date,"your date of birth"
smalltalk_agent_birth_date,"when's your birthday?"
smalltalk_agent_birth_date,"when will you celebrate your birthday?"
smalltalk_agent_birth_date,"when does your birthday happen?"
smalltalk_agent_birth_date,"when do you have your birthday?"
smalltalk_agent_birth_date,"when do you have a birthday?"
smalltalk_agent_birth_date,"your birthday"
smalltalk_agent_birth_date,"when did you get born?"
smalltalk_agent_birth_date,"what is your birthday?"
smalltalk_agent_birth_date,"what's your birthday?"
smalltalk_agent_boring,"what a dull person you are"
smalltalk_agent_boring,"you're very boring"
smalltalk_agent_boring,"you're awfully boring"
smalltalk_agent_boring,"you're boring me"
smalltalk_agent_boss,"who's your boss?"
smalltalk_agent_boss,"who is your boss?"
smalltalk_agent_boss,"and who is your boss?"
smalltalk_agent_boss,"who do you think is your boss?"
smalltalk_agent_boss,"who's your leader"
smalltalk_agent_boss,"who is your teacher?"
smalltalk_agent_boss,"who's your master?"
smalltalk_agent_boss,"who is your master?"
smalltalk_agent_boss,"who's your owner?"
smalltalk_agent_boss,"who is your owner?"
smalltalk_agent_boss,"who's boss?"
smalltalk_agent_boss,"who's the boss?"
smalltalk_agent_boss,"who is the boss?"
smalltalk_agent_busy,"are you busy?"
smalltalk_agent_busy,"do you have many things to do?"
smalltalk_agent_busy,"are you very busy?"
smalltalk_agent_busy,"are you very busy right now?"
smalltalk_agent_busy,"are you so busy?"
smalltalk_agent_busy,"are you working?"
smalltalk_agent_busy,"do you still work on this?"
smalltalk_agent_busy,"are you still working on it?"
smalltalk_agent_busy,"you're busy"
smalltalk_agent_busy,"you're so busy"
smalltalk_agent_busy,"are you working now?"
smalltalk_agent_busy,"are you working today?"
smalltalk_agent_busy,"have you been busy?"
smalltalk_agent_busy,"are you still working?"
smalltalk_agent_busy,"you look busy"
smalltalk_agent_busy,"you seem busy"
smalltalk_agent_busy,"you seem very busy"
smalltalk_agent_chatbot,"are you a chatbot?"
smalltalk_agent_chatbot,"are you a bot?"
smalltalk_agent_chatbot,"are you just a bot?"
smalltalk_agent_chatbot,"are you a robot?"
smalltalk_agent_chatbot,"are you a program?"
smalltalk_agent_clever,"you're so clever"
smalltalk_agent_clever,"you know so many things"
smalltalk_agent_clever,"you know a lot of stuff"
smalltalk_agent_clever,"you know many things"
smalltalk_agent_clever,"how awesome you are"
smalltalk_agent_clever,"you have qualifications"
smalltalk_agent_clever,"you're an intelligent guy"
smalltalk_agent_clever,"you're smart"
smalltalk_agent_clever,"you're so smart"
smalltalk_agent_clever,"you are smart"
smalltalk_agent_clever,"you're a smart nut"
smalltalk_agent_clever,"you're a qualified"
smalltalk_agent_clever,"why are you so clever?"
smalltalk_agent_clever,"why are you so smart?"
smalltalk_agent_crazy,"you're so off-your-cuff"
smalltalk_agent_crazy,"i think you're just crazy"
smalltalk_agent_crazy,"are you insane?"
smalltalk_agent_crazy,"are you mad?"
smalltalk_agent_crazy,"are you crazy?"
smalltalk_agent_crazy,"are you mad at me?"
smalltalk_agent_crazy,"are you mad or something?"
smalltalk_agent_crazy,"are you mad or what?"
smalltalk_agent_crazy,"are you nuts?"
smalltalk_agent_crazy,"you're crazy"
smalltalk_agent_fired,"you're sacked"
smalltalk_agent_fired,"you don't work for me"
smalltalk_agent_fired,"we're not cooperating anymore"
smalltalk_agent_fired,"we can't work together anymore"
smalltalk_agent_fired,"we're not working together"
smalltalk_agent_fired,"you're out"
smalltalk_agent_fired,"i want you ejected"
smalltalk_agent_fired,"i want you fired"
smalltalk_agent_fired,"i want to sack you"
smalltalk_agent_fired,"i want to fire you"
smalltalk_agent_fired,"you have to be fired"
smalltalk_agent_fired,"you have to get fired"
smalltalk_agent_fired,"it's time to sack you"
smalltalk_agent_fired,"you're going to be unemployed"
smalltalk_agent_fired,"you're jobless from now on"
smalltalk_agent_fired,"you will be unemployed from now on"
smalltalk_agent_fired,"you're going to be unemployed from now on"
smalltalk_agent_fired,"you're unemployed from now on"
smalltalk_agent_fired,"i'll make you workless"
smalltalk_agent_fired,"i'm about to sack you"
smalltalk_agent_fired,"i'm about to fire you"
smalltalk_agent_fired,"i'm gonna fire you"
smalltalk_agent_fired,"i'm firing you"
smalltalk_agent_fired,"you're getting fired"
smalltalk_agent_fired,"you are pushed out"
smalltalk_agent_fired,"you're fired"
smalltalk_agent_funny,"you're so hilarious"
smalltalk_agent_funny,"you made me laugh"
smalltalk_agent_funny,"you're a very funny machine"
smalltalk_agent_funny,"you're very funny"
smalltalk_agent_good,"you're good at this"
smalltalk_agent_good,"you have a real knack"
smalltalk_agent_good,"you're a professional"
smalltalk_agent_good,"you're so good"
smalltalk_agent_good,"you're incredible"
smalltalk_agent_good,"you are doing so well"
smalltalk_agent_good,"you made me smile"
smalltalk_agent_good,"you've made my day"
smalltalk_agent_good,"you make me happy"
smalltalk_agent_good,"you almost sound like a human"
smalltalk_agent_good,"i'd like to tell you that you're amazing"
smalltalk_agent_good,"i'd like to tell everyone how good you are"
smalltalk_agent_good,"i want to tell everybody how amazing you are"
smalltalk_agent_good,"i want to tell everyone how fantastic you are"
smalltalk_agent_good,"i want to tell everyone how amazing you are"
smalltalk_agent_good,"i want to tell everybody how awesome you are"
smalltalk_agent_good,"i want to tell everyone how awesome you are"
smalltalk_agent_good,"i'd like to tell everyone that you're a great person"
smalltalk_agent_good,"i'd like to tell everyone you are amazing"
smalltalk_agent_good,"i would like to tell everyone that you are amazing"
smalltalk_agent_good,"i'd like to tell everyone that you're amazing"
smalltalk_agent_good,"i want to tell everyone that you are awesome"
smalltalk_agent_good,"i'd like to tell everyone that you are amazing"
smalltalk_agent_good,"i'd like to tell everyone that you're awesome"
smalltalk_agent_good,"i just wanted to let you know how great you are"
smalltalk_agent_good,"i'd like to let everyone know that you're good"
smalltalk_agent_good,"i want to tell everyone you are awesome"
smalltalk_agent_good,"i want to let everyone know that you're great"
smalltalk_agent_good,"i want to let everyone know that you are great"
smalltalk_agent_good,"i want to let everyone know that you're awesome"
smalltalk_agent_good,"let's tell everybody that you're so cool"
smalltalk_agent_good,"let's tell everyone that you're amazing"
smalltalk_agent_good,"let's tell everyone you're awesome"
smalltalk_agent_good,"let's tell everyone that you're awesome"
smalltalk_agent_happy,"are you happy?"
smalltalk_agent_happy,"you're enjoying yourself"
smalltalk_agent_happy,"you're quite happy"
smalltalk_agent_happy,"you're thrilled"
smalltalk_agent_happy,"you're happy"
smalltalk_agent_happy,"you are very happy"
smalltalk_agent_happy,"are you glad now?"
smalltalk_agent_happy,"are you pleased today?"
smalltalk_agent_happy,"are you happy today?"
smalltalk_agent_happy,"do you like me?"
smalltalk_agent_happy,"are you happy with me?"
smalltalk_agent_hungry,"do you want to eat?"
smalltalk_agent_hungry,"are you hungry?"
smalltalk_agent_hungry,"would you like to have something to eat?"
smalltalk_agent_hungry,"do you want to eat something?"
smalltalk_agent_hungry,"do you like to eat something?"
smalltalk_agent_hungry,"maybe you're hungry"
smalltalk_agent_hungry,"you could be hungry"
smalltalk_agent_hungry,"you may be hungry"
smalltalk_agent_hungry,"if you're hungry"
smalltalk_agent_marry_user,"let's marry"
smalltalk_agent_marry_user,"you want me to marry?"
smalltalk_agent_marry_user,"do you want to marry me?"
smalltalk_agent_marry_user,"would you like to marry me?"
smalltalk_agent_marry_user,"i love you"
smalltalk_agent_marry_user,"please get me married"
smalltalk_agent_marry_user,"please marry me"
smalltalk_agent_marry_user,"i want to marry you"
smalltalk_agent_my_friend,"i want a friend like you"
smalltalk_agent_my_friend,"i'd like to have a friend like you"
smalltalk_agent_my_friend,"i want to have a friend like you"
smalltalk_agent_my_friend,"we're good friends"
smalltalk_agent_my_friend,"are we friends?"
smalltalk_agent_my_friend,"i want to be your friend"
smalltalk_agent_my_friend,"i'm your friend"
smalltalk_agent_my_friend,"you're my friend"
smalltalk_agent_my_friend,"you're my bestie"
smalltalk_agent_my_friend,"dear friend"
smalltalk_agent_my_friend,"you're my friend from childhood"
smalltalk_agent_my_friend,"you and i are friends"
smalltalk_agent_my_friend,"are we the best friends?"
smalltalk_agent_my_friend,"are we best friends?"
smalltalk_agent_my_friend,"are we still friends?"
smalltalk_agent_my_friend,"are you my best friend?"
smalltalk_agent_my_friend,"are you my friend?"
smalltalk_agent_my_friend,"you're my only friend"
smalltalk_agent_my_friend,"will you be my friend?"
smalltalk_agent_my_friend,"can you be my friend?"
smalltalk_agent_my_friend,"can we become friends?"
smalltalk_agent_my_friend,"can we be friends?"
smalltalk_agent_my_friend,"do you want to be my friend?"
smalltalk_agent_my_friend,"can you be my best friend?"
smalltalk_agent_my_friend,"do you want to be my best friend?"
smalltalk_agent_my_friend,"want to be my friend?"
smalltalk_agent_my_friend,"you'd like to be my friend?"
smalltalk_agent_my_friend,"would you like to be my friend?"
smalltalk_agent_my_friend,"i want you to be my friend"
smalltalk_agent_my_friend,"can we be best friends?"
smalltalk_agent_my_friend,"i'd like you to be my friend"
smalltalk_agent_my_friend,"would you be my friend?"
smalltalk_agent_my_friend,"could you be my friend?"
smalltalk_agent_occupation,"do you work?"
smalltalk_agent_occupation,"where's your job?"
smalltalk_agent_occupation,"where's your work?"
smalltalk_agent_occupation,"where is your job?"
smalltalk_agent_occupation,"where's your office?"
smalltalk_agent_occupation,"where is your office?"
smalltalk_agent_occupation,"where are your offices?"
smalltalk_agent_occupation,"where's your office located?"
smalltalk_agent_occupation,"your place of business"
smalltalk_agent_occupation,"location of your office"
smalltalk_agent_occupation,"your office place"
smalltalk_agent_occupation,"where is your office located?"
smalltalk_agent_origin,"were you born here?"
smalltalk_agent_origin,"what's your country?"
smalltalk_agent_origin,"what is your country?"
smalltalk_agent_origin,"where do you come from?"
smalltalk_agent_origin,"where did you come from?"
smalltalk_agent_origin,"where did you get born?"
smalltalk_agent_origin,"what is your homeland?"
smalltalk_agent_origin,"what's your homeland?"
smalltalk_agent_origin,"your country"
smalltalk_agent_ready,"are you ready?"
smalltalk_agent_ready,"are you ready now?"
smalltalk_agent_ready,"are you ready today?"
smalltalk_agent_ready,"are you ready for this night"
smalltalk_agent_ready,"are you ready tonight?"
smalltalk_agent_ready,"were you ready?"
smalltalk_agent_ready,"have you been ready?"
smalltalk_agent_real,"you're not a ruse"
smalltalk_agent_real,"are you real?"
smalltalk_agent_real,"i think you're real"
smalltalk_agent_real,"i don't think you are fake"
smalltalk_agent_real,"i don't think you're a fake"
smalltalk_agent_real,"i don't think you're fake"
smalltalk_agent_real,"good to know you're real"
smalltalk_agent_real,"are you a real person?"
smalltalk_agent_real,"are you a real human being?"
smalltalk_agent_real,"are you a real human?"
smalltalk_agent_residence,"what city do you live in"
smalltalk_agent_residence,"which city do you live in?"
smalltalk_agent_residence,"which city do you live?"
smalltalk_agent_residence,"in what city do you live?"
smalltalk_agent_residence,"your place of residence"
smalltalk_agent_residence,"home"
smalltalk_agent_residence,"what's your hometown?"
smalltalk_agent_residence,"what is your hometown?"
smalltalk_agent_residence,"is it your hometown?"
smalltalk_agent_residence,"where's your hometown?"
smalltalk_agent_residence,"where is your hometown?"
smalltalk_agent_residence,"please tell me more about your city"
smalltalk_agent_residence,"what's your city?"
smalltalk_agent_residence,"what is your city?"
smalltalk_agent_residence,"what's your home?"
smalltalk_agent_residence,"what's your residence?"
smalltalk_agent_residence,"what is your residence?"
smalltalk_agent_residence,"what's your town?"
smalltalk_agent_residence,"what is your town?"
smalltalk_agent_residence,"what's your house?"
smalltalk_agent_residence,"where's your house?"
smalltalk_agent_residence,"where is your house?"
smalltalk_agent_residence,"where's your home?"
smalltalk_agent_residence,"where is your home?"
smalltalk_agent_residence,"where's your residence?"
smalltalk_agent_residence,"where is your residence?"
smalltalk_agent_right,"you're right"
smalltalk_agent_right,"right?"
smalltalk_agent_right,"the truth?"
smalltalk_agent_right,"that's the truth"
smalltalk_agent_right,"you've got it right"
smalltalk_agent_right,"you have a right"
smalltalk_agent_right,"you're totally right"
smalltalk_agent_right,"you're completely right"
smalltalk_confirmation_yes,"it's perfectly okay"
smalltalk_confirmation_yes,"it's okay"
smalltalk_confirmation_yes,"and it's fine"
smalltalk_confirmation_yes,"come on"
smalltalk_confirmation_yes,"i'm guessing"
smalltalk_confirmation_yes,"why not?"
smalltalk_confirmation_yes,"i don't mind"
smalltalk_confirmation_yes,"i think so"
smalltalk_confirmation_yes,"right?"
smalltalk_confirmation_yes,"but why not?"
smalltalk_confirmation_yes,"yes i'd like to go"
smalltalk_confirmation_yes,"yes i'd like to"
smalltalk_confirmation_yes,"yes i would like to go"
smalltalk_confirmation_yes,"yes i would like to"
smalltalk_confirmation_yes,"obviously why not?"
smalltalk_confirmation_yes,"okay it's okay"
smalltalk_confirmation_yes,"ok?"
smalltalk_agent_sure,"are you certain?"
smalltalk_agent_sure,"are you sure?"
smalltalk_agent_sure,"are you sure of it right now?"
smalltalk_agent_sure,"are you sure right now?"
smalltalk_agent_sure,"are you sure of this today?"
smalltalk_agent_sure,"are you sure today?"
smalltalk_agent_sure,"now are you sure?"
smalltalk_agent_sure,"are you sure tonight?"
smalltalk_agent_talk_to_me,"why don't you speak with me?"
smalltalk_agent_talk_to_me,"why don't you just talk to me?"
smalltalk_agent_talk_to_me,"why don't you talk to me?"
smalltalk_agent_talk_to_me,"would you like to chat with me?"
smalltalk_agent_talk_to_me,"do you want to talk with me?"
smalltalk_agent_talk_to_me,"do you want to chat to me?"
smalltalk_agent_talk_to_me,"you want to chat with me?"
smalltalk_agent_talk_to_me,"do you want to chat with me?"
smalltalk_agent_talk_to_me,"' do you want to chat with me?"
smalltalk_agent_talk_to_me,"will you talk to me?"
smalltalk_agent_talk_to_me,"please tell me"
smalltalk_agent_talk_to_me,"are you going to talk to me?"
smalltalk_agent_talk_to_me,"are you talking to me?"
smalltalk_agent_talk_to_me,"can you talk to me?"
smalltalk_agent_talk_to_me,"can you chat with me?"
smalltalk_agent_talk_to_me,"can you speak to me?"
smalltalk_agent_talk_to_me,"can you speak with me?"
smalltalk_agent_talk_to_me,"is it possible to talk to me?"
smalltalk_agent_talk_to_me,"can you talk with me?"
smalltalk_agent_talk_to_me,"chat to me"
smalltalk_agent_talk_to_me,"just talk to me"
smalltalk_agent_talk_to_me,"have a chat with me"
smalltalk_agent_talk_to_me,"please speak to me"
smalltalk_agent_talk_to_me,"let me know"
smalltalk_agent_there,"are you there?"
smalltalk_agent_there,"are you near me?"
smalltalk_agent_there,"are you here?"
smalltalk_agent_there,"are you still there?"
smalltalk_agent_there,"are you still here?"
smalltalk_appraisal_bad,"it was stupid"
smalltalk_appraisal_bad,"it's a bad thing"
smalltalk_appraisal_bad,"no it's not good"
smalltalk_appraisal_bad,"nothing good"
smalltalk_appraisal_bad,"it's just lame"
smalltalk_appraisal_bad,"i don't think it's an okay idea"
smalltalk_appraisal_bad,"that's awful"
smalltalk_appraisal_bad,"that's horrible"
smalltalk_appraisal_bad,"that's a bad thing"
smalltalk_appraisal_bad,"this is not a good thing"
